3466	8579
3466	17038
3466	18720
10310	10841
10310	13056
5052	899
5052	1796
5052	3096
5052	3386
5052	6376
5052	19297
5052	24371
5052	25396
5346	5052
5346	7926
5346	10268
5346	12971
5346	15159
5346	18600
5346	23186
5346	23298
15159	5052
15159	5346
19640	8045
19640	9099
19640	12141
19640	22527
19640	24293
10243	10235
18648	8517
14265	392
14265	2485
14265	3173
14265	3853
14265	3939
14265	7350
14265	7504
14265	12498
14265	16261
14265	20122
19738	13556
8612	2076
8612	9482
8612	11175
8612	11604
8612	15003
8612	17932
8612	20001
16258	6825
16258	10039
14123	22836
2710	62
2710	106
2710	3677
2710	5807
2710	13026
2710	26051
2710	26100
18757	214
16148	899
16148	1765
16148	2710
16148	5052
16148	13276
16148	22184
16148	23708
7050	17172
7050	25850
4846	676
4846	6610
4846	11082
4846	14419
4846	17330
4846	24029
824	2133
824	4846
824	11785
824	12928
2133	824
2133	4846
2133	6700
2133	18487
6610	824
6610	2212
6610	4164
6610	4511
6610	4513
6610	6179
6610	7956
6610	9639
6610	12678
6610	14419
6610	17330
6610	18894
6610	20108
6610	20635
6610	22527
6610	22779
6610	22887
6610	23293
6610	23382
6700	339
6700	624
6700	2654
6700	5579
6700	6610
6700	10550
6700	14485
6700	17331
6700	20644
6700	22779
11082	2133
11082	6610
11082	14419
11082	23382
14419	824
14419	4846
14419	11082
14419	12928
14419	19423
14419	22779
17330	1339
17330	4846
17330	12928
17330	14419
17330	16393
17330	22779
18487	2133
18487	17439
18487	21707
18487	25271
22779	824
22779	4846
22779	6700
23382	824
23382	2133
23382	6610
23382	6700
23382	8208
23382	11082
23382	11132
23382	23038
23382	25379
12928	2133
12928	6700
12928	11082
12928	14419
13740	4550
13740	4702
13740	22476
13096	11801
13096	12665
13096	12688
13096	15108
13096	20879
22393	3909
22393	7689
22393	17979
3872	5109
3872	12409
3872	20101
8862	78
8862	8254
8862	24932
22598	888
22598	13614
22598	18365
22598	18676
22598	24114
8254	12155
8254	21560
24833	9092
24833	15366
24833	19675
24833	21806
24833	23614
24833	26196
10115	10134
7893	5510
7893	12627
7893	16778
18051	5510
18051	12334
18051	13385
4515	615
4515	8612
4515	16083
4515	17932
16778	593
16778	12386
8978	15170
8978	15455
8978	16589
9017	8978
9017	12324
9017	15170
9017	15455
9017	16589
9017	17075
9017	18875
9017	21944
15170	15455
15170	16589
15455	3056
15455	7307
15455	9017
15455	14181
16589	9017
16589	15170
16589	15455
16589	21613
8851	197
8851	7510
8851	8299
8851	12334
8851	15552
624	3420
624	6700
624	10130
624	15184
624	16032
624	19640
2654	2250
2654	4743
2654	4748
2654	12085
2654	12306
2654	12365
2654	14767
2654	16056
2654	17414
2654	17439
2654	18487
2654	18971
2654	19216
2654	20534
10130	178
10130	1403
10130	5621
10130	22074
16032	2420
16032	6700
16032	10130
16032	13220
16032	20644
16032	23293
3937	9522
21012	773
21012	1186
21012	1841
21012	1997
21012	2404
21012	3409
21012	8503
21012	9482
21012	9785
21012	9889
21012	11241
21012	11472
21012	12781
21012	13060
21012	14540
21012	17692
21012	18719
21012	21508
21012	21847
21012	23293
21012	23363
21012	23628
22691	570
22691	2980
22691	2982
22691	3372
22691	4036
22691	4513
22691	6774
22691	7956
22691	10243
22691	11472
22691	12365
22691	12503
22691	12781
22691	14807
22691	15003
22691	18719
22691	18894
22691	19215
22691	20108
22691	20635
22691	22457
22691	22834
22691	22966
22691	23293
22691	25053
2980	345
2980	1186
2980	2741
2980	5578
2980	6774
2980	8503
2980	9482
2980	13597
2980	14376
2980	16611
2980	21012
14376	2980
9522	8710
9572	5564
9572	5787
9572	7689
9572	7712
9572	8916
9572	10158
9572	10310
9572	13614
9572	13929
9572	14102
9572	21075
9572	23637
9572	23647
9572	23770
18924	3113
18924	8312
18924	17394
18924	17538
3441	12691
10268	1838
10268	5346
10268	12733
10268	26194
7188	921
7188	1508
7188	6815
7188	18866
18866	45
18866	3409
18866	8503
18866	9785
18866	11053
18866	11148
18866	11785
18866	13008
18866	13597
18866	14485
18866	16594
18866	16726
18866	17038
18866	20774
18866	21012
18866	25346
5175	2449
5175	22415
8282	22046
22046	4868
22046	5175
22046	7007
22046	8352
22046	15365
22046	16931
8157	2120
2120	8157
8302	16484
16484	8302
17778	13556
17778	17979
17778	19159
17778	21699
21699	25382
8701	570
8701	18008
8701	25868
17379	6891
17379	8701
17379	13174
17379	17536
17379	23153
6858	24833
15366	6858
15366	24833
9360	11102
9360	12334
9360	18051
11102	1896
11102	9360
11102	25220
25758	45
25758	3372
25758	6830
25758	14540
25758	15003
25758	17692
25758	20562
25758	21012
25758	21281
25758	21847
25758	24955
9755	1653
9755	2654
9755	6700
9755	7014
9755	9482
9755	17439
9755	18971
9755	21281
9755	21379
9755	25396
3420	624
7442	2620
7442	3679
7442	4550
7442	13955
7442	14003
7442	15235
7442	16148
7768	18222
4624	6863
4624	12606
4624	21322
4624	22265
4624	22336
23099	15770
14337	10763
14337	11121
14337	16945
15799	2326
15799	11194
15799	19048
11241	2741
11241	4513
11241	6179
11241	6830
11241	12781
11241	15659
11241	17692
11241	18174
11241	19423
11241	19961
11241	20562
11241	21508
11241	25271
11241	25346
25271	5052
25271	21432
25271	21707
25271	22415
25271	23452
25396	2250
25396	10235
25396	12380
16994	231
16994	6160
16994	9829
16994	15972
16994	22644
16994	22790
21776	17932
3345	3430
3345	8178
3345	10824
3345	15144
3345	22439
3345	23304
3345	24431
11077	12130
11077	14972
11077	17158
11077	17162
17162	21389
21389	17162
21389	23918
12968	1488
12968	3076
12968	4624
12968	17308
12968	20574
15144	4983
19974	13480
19974	15144
8708	23776
13597	3409
13597	4975
13597	11148
13597	12085
13597	16123
13597	21012
20303	13597
20303	15667
20303	21031
3032	6732
3032	7442
3032	15081
3032	22415
22415	899
22415	4766
22415	17396
22415	25271
22415	26138
4700	9124
9124	1738
9124	5346
9124	16741
9124	16779
9124	19297
4046	6610
21806	5366
3409	2741
3409	11148
3409	13597
3409	18866
3409	21012
3409	26141
22177	7317
22177	13556
22177	22644
22177	25480
25480	20683
8916	2591
8916	9188
8916	9572
8916	9773
8916	12334
8916	17536
8916	19738
12334	8254
12334	8851
12334	9360
12334	17932
12334	18037
12334	26190
13713	8916
2949	4743
2949	12637
2949	13615
2949	14265
2949	14485
7042	11661
10113	15614
10113	16368
10113	21407
11661	10096
11661	21142
13621	25388
25388	13621
284	6427
6427	284
6427	16835
6427	21696
1044	3409
1044	5809
1044	9485
1044	13597
1044	14698
1044	16123
1044	21823
811	6468
811	15123
811	16083
811	17021
811	22989
15123	811
15123	8069
16083	615
16083	8612
16083	11604
11712	2127
11712	10762
11712	15829
11712	19234
11712	19724
10762	894
10762	9075
10762	11491
