106	22
3858	24
1407	26
2212	45
2952	45
3372	45
4180	45
4511	45
4513	45
7956	45
3372	46
6179	46
6610	46
6830	46
6575	62
7579	62
357	65
8742	80
5287	81
2535	88
5210	88
6340	88
7444	88
7635	88
8727	88
3048	95
161	97
22	106
2155	113
5597	114
5268	115
851	122
4825	122
7307	124
3113	128
6920	128
8198	128
3916	135
4102	135
6408	135
8408	141
3804	165
1248	178
5194	183
1074	185
1858	185
3939	185
4512	185
6892	185
677	192
1023	192
4426	192
7510	197
492	200
6708	200
8151	200
3716	205
8391	205
3113	214
6512	214
185	215
3939	215
4512	215
345	231
1841	231
5578	231
8503	231
8442	238
1353	244
3286	244
4765	244
8298	252
4634	253
5363	253
5794	260
1404	281
2562	281
3804	293
6556	293
1594	320
6857	321
2250	339
3032	339
4743	339
5621	339
6700	339
7717	339
2980	345
215	351
3939	351
65	357
65	358
2304	360
7602	360
8307	360
6183	369
7727	369
6524	379
1606	385
7985	385
7098	396
500	449
2085	449
3099	449
3547	449
7091	449
8666	450
1172	482
1834	482
5056	482
5934	482
1124	491
4552	491
5739	491
7882	491
200	492
6708	492
8151	492
1854	495
8701	523
1958	543
2193	543
3501	543
4458	543
5547	543
5659	543
5812	543
6434	543
7883	543
1829	547
4458	547
45	570
2212	570
2952	570
4180	570
6179	570
7956	570
8701	570
1356	573
4966	573
1008	593
2185	593
7893	593
4515	615
5773	615
8612	615
1254	624
3420	624
3731	624
5407	624
4241	639
7125	639
345	676
824	676
4466	676
6934	676
7811	676
192	677
4426	677
6506	715
2287	727
6375	727
8471	727
4269	743
7245	743
8612	743
1997	773
4511	773
6830	773
1048	778
1278	778
6468	811
676	824
2133	824
6700	824
3387	832
4703	832
7447	832
2490	834
5570	834
3743	839
5848	839
890	844
122	851
4825	851
1685	864
2404	869
3618	869
7824	880
3547	882
6023	887
1520	888
7007	888
7712	888
844	890
5441	894
5717	894
7188	896
8279	896
1493	914
2243	914
3442	914
3811	914
5162	914
7317	920
8523	920
6815	921
7188	921
4493	930
3466	937
4135	937
8579	937
5087	938
5202	938
482	939
3386	941
7087	950
5993	953
178	1000
1149	1000
1694	1000
4575	1000
5107	1000
5605	1000
6288	1000
593	1008
2185	1008
5209	1014
192	1023
2457	1023
2512	1023
4639	1023
6271	1023
1817	1024
5287	1029
3409	1044
778	1048
1278	1048
1667	1058
6154	1073
185	1074
1858	1074
3939	1074
3059	1093
4351	1098
4483	1098
7811	1104
8335	1104
1157	1116
6305	1116
7023	1116
7726	1116
7768	1116
491	1124
6823	1124
1425	1149
4189	1149
4575	1149
2410	1151
3843	1151
6301	1151
6823	1151
1116	1157
7023	1157
482	1172
3441	1172
3409	1186
7844	1186
2165	1217
5488	1217
6033	1217
178	1248
624	1254
5385	1254
1839	1265
3502	1265
1124	1267
778	1278
1048	1278
6218	1278
1958	1280
3653	1281
6648	1292
5131	1293
6456	1293
6525	1293
8448	1293
2922	1310
4493	1310
7926	1310
1685	1311
3983	1311
4952	1321
7985	1323
6218	1341
7355	1341
5993	1350
244	1353
3286	1353
4765	1353
573	1356
7245	1373
8031	1373
7877	1378
2720	1386
2368	1403
2783	1403
281	1404
2562	1404
26	1407
4550	1407
1149	1425
4298	1427
1667	1488
4258	1488
4896	1488
5608	1488
5771	1488
6675	1488
7444	1488
914	1493
2243	1493
2452	1493
3442	1493
3811	1493
5162	1493
6724	1497
3033	1498
7188	1508
8279	1508
888	1520
7007	1520
7712	1520
5107	1545
8349	1549
5835	1550
6408	1550
2054	1552
1289	1560
3534	1563
4364	1563
5065	1563
6387	1563
8063	1588
320	1594
6838	1594
385	1606
7985	1606
3310	1620
3677	1620
6576	1621
7109	1621
773	1653
950	1653
3372	1653
4513	1653
5639	1653
5346	1658
6023	1658
1058	1667
4835	1668
8079	1672
1311	1685
3983	1685
4952	1685
7625	1685
1000	1694
4575	1694
5605	1694
6288	1694
2303	1699
3922	1711
6813	1711
4241	1727
5656	1728
8045	1728
1914	1736
135	1776
3066	1782
3386	1796
4828	1798
5404	1798
1024	1817
491	1818
6503	1822
547	1829
4458	1829
8177	1833
482	1834
5056	1834
1265	1839
3502	1839
4713	1840
6824	1840
231	1841
495	1854
2009	1855
6482	1855
3967	1857
185	1858
215	1858
6892	1858
4416	1859
4135	1860
2042	1877
6675	1879
7829	1896
8063	1896
1736	1914
2630	1915
4241	1941
543	1958
2193	1958
4458	1958
5812	1958
7911	1966
8048	1966
5468	1981
5668	1981
8187	1981
4458	1982
4106	1989
7515	1989
2535	1995
5210	1995
7197	1995
7444	1995
1855	2009
5057	2009
6482	2009
8403	2009
3618	2044
4490	2044
3632	2047
6575	2047
4379	2072
6541	2072
8216	2072
8471	2072
369	2073
5107	2074
4182	2075
8612	2076
5385	2080
7504	2081
3099	2085
2993	2087
4377	2087
6271	2087
7023	2087
1000	2115
4756	2115
5302	2115
5497	2115
8298	2115
8666	2115
824	2133
6610	2133
3055	2144
3766	2144
3814	2144
7096	2144
113	2155
4416	2155
1217	2165
6033	2165
4353	2169
5209	2169
5938	2169
8340	2169
3553	2182
7578	2182
593	2185
1008	2185
6172	2190
8592	2190
1958	2193
5812	2193
773	2212
3372	2212
4164	2212
6830	2212
7956	2212
4125	2239
914	2243
1493	2243
3442	2243
3811	2243
5162	2243
5957	2249
6077	2249
6611	2249
8672	2249
339	2250
4743	2250
4748	2250
7717	2250
7324	2255
727	2287
5052	2287
6375	2287
8541	2303
360	2304
7602	2304
8307	2304
6532	2309
6266	2326
4355	2338
5210	2338
6340	2338
6512	2338
7635	2338
8727	2338
2443	2340
2959	2341
5712	2341
5597	2348
4525	2356
1403	2368
3977	2368
6094	2368
2394	2386
3716	2388
3743	2394
869	2404
3618	2404
3522	2409
4286	2409
4288	2409
1151	2410
3843	2410
6301	2410
6823	2410
2340	2443
6918	2443
8184	2443
8625	2443
4355	2449
4755	2449
5175	2449
1493	2452
3811	2452
1563	2457
4639	2457
5065	2457
3977	2465
5993	2465
8254	2465
3052	2487
834	2490
3193	2490
5570	2490
5564	2501
6804	2501
7317	2501
8552	2501
8523	2511
6494	2526
6857	2526
7853	2526
6482	2527
8403	2527
88	2530
1995	2530
6340	2530
8727	2530
2530	2535
4355	2535
4755	2535
5210	2535
7444	2535
8727	2535
2870	2536
4952	2556
5385	2556
8335	2556
4146	2560
281	2562
1404	2562
3909	2591
3977	2592
4588	2607
5130	2607
5353	2607
6442	2620
7442	2620
3283	2621
3812	2621
3820	2621
4834	2621
6222	2621
6525	2621
7525	2621
8448	2621
3812	2623
3820	2623
6222	2623
6456	2623
6525	2623
7650	2623
8448	2623
6724	2630
7563	2630
624	2654
2250	2654
3243	2654
3420	2654
3890	2654
4748	2654
5621	2654
6700	2654
7717	2654
7985	2654
1854	2655
7504	2664
62	2710
106	2710
260	2710
2959	2710
3677	2710
5172	2710
5541	2710
5794	2710
5807	2710
6575	2710
8458	2710
1386	2720
46	2741
231	2741
1186	2741
1653	2741
1997	2741
2952	2741
3409	2741
4513	2741
4632	2741
6179	2741
6830	2741
8503	2741
2846	2742
1073	2750
5511	2754
7265	2754
7479	2754
2959	2761
5172	2761
6337	2773
6529	2773
6543	2773
8511	2773
2144	2774
3055	2774
3655	2774
3766	2774
3814	2774
6583	2774
7096	2774
1403	2783
7307	2789
7533	2803
3204	2810
5564	2823
7317	2823
3858	2826
